0	74	157	0.000	1.08	1.26					
1	75	148	0.033	1.10	1.44	0.91	6.06			
2	77	137	0.066	1.14	1.66	1.52	6.97	22.96	18.37	
3	80	125	0.099	1.20	1.90	2.42	7.27	32.14	4.59	
4	85	113	0.132	1.30	2.14	3.64	7.27	45.91	0.00	
5	92	101	0.165	1.44	2.38	5.45	7.27	45.91	-4.59	
6	103	89	0.198	1.66	2.62	6.67	6.97	32.14	-18.37	
7	114	78	0.231	1.88	2.84	7.58	6.06	41.32	-32.14	
8	128	69	0.264	2.16	3.02	9.39	4.85	45.91	-45.91	
9	145	62	0.297	2.50	3.16	10.61	3.03	22.96	-55.10	
10	163	59	0.330	2.86	3.22	10.91	1.21	9.18	-59.69	
11	181	58	0.363	3.22	3.24	11.21	-0.91	0.00	-64.28	
12	200	62	0.396	3.60	3.16	10.91	-3.03	-22.96	-55.10	
13	217	68	0.429	3.94	3.04	9.70	-4.55	-36.73	-45.91	
14	232	77	0.462	4.24	2.86	8.48	-6.06	-36.73	-41.32	
15	245	88	0.495	4.50	2.64	7.27	-7.27	-45.91	-22.96	
16	256	101	0.528	4.72	2.38	5.45	-7.58	-50.51	0.00	
17	263	113	0.561	4.86	2.14	3.94	-7.27	-41.32	9.18	
18	269	125	0.594	4.98	1.90	2.73	-6.97	-36.73	18.37	
19	272	136	0.627	5.04	1.68	1.52	-6.06	-32.14	32.14	
20	274	145	0.660	5.08	1.50	0.61	-4.85	-22.96	36.73	
21	274	152	0.693	5.08	1.36	0.00	-3.64	-9.18	41.32	
22	274	157	0.726	5.08	1.26	0.00	-2.12	0.00	45.91	
23	274	159	0.759	5.08	1.22	0.00	-0.61	0.00	27.55	
24	274	159	0.792	5.08	1.22	0.00	-0.30	0.00	18.37	
25	274	160	0.825	5.08	1.20	0.00	0.61	0.00	36.73	
26	274	157	0.858	5.08	1.26	0.00	2.12	0.00	9.18	
27	274	153	0.891	5.08	1.34	0.00	1.21	-4.59	32.14	
28	274	153	0.924	5.08	1.34	-0.30	4.24	-18.37	87.24	
29	273	139	0.957	5.06	1.62	-1.21	6.97	-27.55	27.55	
30	270	130	0.990	5.00	1.80	-2.12	6.06	-27.55	0.00	
31	266	119	1.023	4.92	2.02	-3.03	6.97	-32.14	13.77	
32	260	107	1.056	4.80	2.26	-4.24	6.97	-41.32	-4.59	
33	252	96	1.089	4.64	2.48	-5.76	6.67	-41.32	-9.18	
34	241	85	1.122	4.42	2.70	-6.97	6.36	-36.73	-18.37	
35	229	75	1.155	4.18	2.90	-8.18	5.45	-41.32	-32.14	
36	214	67	1.188	3.88	3.06	-9.70	4.24	-32.14	-41.32	
37	197	61	1.221	3.54	3.18	-10.30	2.73	-18.37	-55.10	
38	180	58	1.254	3.20	3.24	-10.91	0.61	-13.77	-64.28	
39	161	59	1.287	2.82	3.22	-11.21	-1.52	4.59	-59.69	
40	143	63	1.320	2.46	3.14	-10.61	-3.33	22.96	-55.10	
41	126	70	1.353	2.12	3.00	-9.70	-5.15	36.73	-50.51	
42	111	80	1.386	1.82	2.80	-8.18	-6.67	45.91	-36.73	
43	99	92	1.419	1.58	2.56	-6.67	-7.58	45.91	-22.96	
44	89	105	1.452	1.38	2.30	-5.15	-8.18	50.51	-9.18	
45	82	119	1.485	1.24	2.02	-3.33	-8.18	50.51	9.18	
46	78	132	1.518	1.16	1.76	-1.82	-7.58	36.73	22.96	
47	76	144	1.551	1.12	1.52	-0.91	-6.67	22.96	27.55	
48	75	154	1.584	1.10	1.32	-0.30	-5.76	13.77	32.14	
49	75	163	1.617	1.10	1.14	0.00	-4.55	9.18	36.73	
50	75	169	1.650	1.10	1.02	0.30	-3.33	9.18	32.14	
51	76	174	1.683	1.12	0.92	0.61	-2.42	0.00	36.73	
52	77	177	1.716	1.14	0.86	0.30	-0.91	-9.18	41.32	
53	77	177	1.749	1.14	0.86	0.00	0.30	-9.18	32.14	
54	77	176	1.782	1.14	0.88	-0.30	1.21	-9.18	32.14	
55	76	173	1.815	1.12	0.94	-0.61	2.42	0.00	36.73	
56	75	168	1.848	1.10	1.04	-0.30	3.64	9.18	32.14	
57	75	161	1.881	1.10	1.18	0.00	4.55	9.18	27.55	
58	75	153	1.914	1.10	1.34	0.30	5.45	13.77	27.55	
59	76	143	1.947	1.12	1.54	0.91	6.36	22.96	22.96	
60	78	132	1.980	1.16	1.76	1.82	6.97	32.14	13.77	
61	82	120	2.013	1.24	2.00	3.03	7.27	0.00	-50.51	
62	88	108	2.046	1.36	2.24	1.82	3.64	-9.18	-55.10	
63	88	108	2.079	1.36	2.24	2.42	3.64	114.78	101.01	
64	96	96	2.112	1.52	2.48	9.39	10.30	68.87	45.91	
65	119	74	2.145	1.98	2.92	6.97	6.67	-73.46	-123.97	
66	119	74	2.178	1.98	2.92	4.55	2.12	41.32	-41.32	
67	134	67	2.211	2.28	3.06	9.70	3.94	91.83	9.18	
68	151	61	2.244	2.62	3.18	10.61	2.73	-64.28	-45.91	
69	169	58	2.277	2.98	3.24	5.45	0.91	4.59	-64.28	
70	169	58	2.310	2.98	3.24	10.91	-1.52	160.70	-68.87	
71	205	63	2.343	3.70	3.14	16.06	-3.64	-18.37	-55.10	
72	222	70	2.376	4.04	3.00	9.70	-5.15	-119.38	-45.91	
73	237	80	2.409	4.34	2.80	8.18	-6.67	-50.51	-32.14	
74	249	92	2.442	4.58	2.56	6.36	-7.27	-50.51	-13.77	
75	258	104	2.475	4.76	2.32	4.85	-7.58	-41.32	-4.59	
76	265	117	2.508	4.90	2.06	3.64	-7.58	-41.32	13.77	
77	270	129	2.541	5.00	1.82	2.12	-6.67	-36.73	32.14	
78	272	139	2.574	5.04	1.62	1.21	-5.45	-22.96	36.73	
79	274	147	2.607	5.08	1.46	0.61	-4.24	-18.37	36.73	
80	274	153	2.640	5.08	1.34	0.00	-3.03	-9.18	41.32	
81	274	157	2.673	5.08	1.26	0.00	-1.52	4.59	41.32	
82	274	158	2.706	5.08	1.24	0.30	-0.30	0.00	36.73	
83	275	158	2.739	5.10	1.24	0.00	0.91	-9.18	41.32	
84	274	155	2.772	5.08	1.30	-0.30	2.42	-4.59	41.32	
85	274	150	2.805	5.08	1.40	-0.30	3.64	-4.59	32.14	
86	273	143	2.838	5.06	1.54	-0.61	4.55	-13.77	27.55	
87	272	135	2.871	5.04	1.70	-1.21	5.45	-27.55	27.55	
88	269	125	2.904	4.98	1.90	-2.42	6.36	-36.73	18.37	
89	264	114	2.937	4.88	2.12	-3.64	6.67	-36.73	9.18	
90	257	103	2.970	4.74	2.34	-4.85	6.97	-36.73	0.00	
91	248	91	3.003	4.56	2.58	-6.06	6.67	-36.73	-13.77	
92	237	81	3.036	4.34	2.78	-7.27	6.06	-41.32	-22.96	
93	224	71	3.069	4.08	2.98	-8.79	5.15	-41.32	-36.73	
94	208	64	3.102	3.76	3.12	-10.00	3.64	-27.55	-50.51	
95	191	59	3.135	3.42	3.22	-10.61	1.82	-13.77	-59.69	
96	173	58	3.168	3.06	3.24	-10.91	-0.30	-4.59	-59.69	
97	155	60	3.201	2.70	3.20	-10.91	-2.12	9.18	-55.10	
98	137	65	3.234	2.34	3.10	-10.30	-3.94	27.55	-55.10	
