50	12.8
100	13.8
150	15.5
200	17.7
250	20.1
300	22.9
350	24.7
400	26.5
450	28.6
400	28.1
350	26.9
300	25.2
250	23.2
200	20.2
150	17.4
100	15.1
50	13.4

