0	141	119	0.000	6.98	5.82					
1	139	104	0.033	6.86	6.69	-2.58	28.03			
2	138	87	0.066	6.81	7.67	-1.67	29.70	25.25	11.48	
3	137	70	0.099	6.75	8.65	-0.91	28.79	39.03	-52.80	
4	137	54	0.132	6.75	9.57	0.91	26.21	52.80	-91.83	
5	138	40	0.165	6.81	10.38	2.58	22.73	39.03	-105.60	
6	140	28	0.198	6.92	11.07	3.48	19.24	27.55	-130.85	
7	142	18	0.231	7.04	11.65	4.39	14.09	25.25	-185.95	
8	145	12	0.264	7.21	12.00	5.15	6.97	11.48	-202.02	
9	148	10	0.297	7.38	12.11	5.15	0.76	16.07	-185.95	
10	151	11	0.330	7.55	12.05	6.21	-5.30	16.07	-183.65	
11	155	16	0.363	7.79	11.76	6.21	-11.36	-16.07	-169.88	
12	158	24	0.396	7.96	11.30	5.15	-16.52	39.03	-224.98	
13	161	35	0.429	8.13	10.67	8.79	-26.21	-156.11	-80.35	
14	168	54	0.462	8.54	9.57	-5.15	-21.82	-55.10	913.68	
15	155	60	0.495	7.79	9.23	5.15	34.09	275.48	1058.31	
16	174	15	0.528	8.88	11.82	13.03	48.03	-197.43	-1694.21	
17	170	5	0.561	8.65	12.40	-7.88	-77.73	-316.80	-2196.97	
18	165	104	0.594	8.36	6.69	-7.88	-96.97	27.55	938.93	
19	161	116	0.627	8.13	6.00	-6.06	-15.76	13.77	1375.11	
20	158	122	0.660	7.96	5.65	-6.97	-6.21	-27.55	252.53	
21	153	123	0.693	7.67	5.59	-7.88	0.91	13.77	202.02	
22	149	121	0.726	7.44	5.71	-6.06	7.12	39.03	172.18	
23	146	115	0.759	7.27	6.06	-5.30	12.27	25.25	117.08	
24	143	107	0.792	7.09	6.52	-4.39	14.85	27.55	91.83	
25	141	98	0.825	6.98	7.04	-3.48	18.33	27.55	78.05	
26	139	86	0.858	6.86	7.73	-2.58	20.00	27.55	39.03	
27	138	75	0.891	6.81	8.36	-1.67	20.91	50.51	27.55	
28	137	62	0.924	6.75	9.11	0.76	21.82	50.51	-39.03	
29	139	50	0.957	6.86	9.80	1.67	18.33	2.30	-117.08	
30	139	41	0.990	6.86	10.32	0.91	14.09	2.30	-117.08	
31	140	34	1.023	6.92	10.73	1.82	10.61	13.77	-121.67	
32	141	29	1.056	6.98	11.02	1.82	6.06	11.48	-135.45	
33	142	27	1.089	7.04	11.13	2.58	1.67	-2.30	-130.85	
34	144	27	1.122	7.15	11.13	1.67	-2.58	-25.25	-130.85	
35	144	30	1.155	7.15	10.96	0.91	-6.97	2.30	-119.38	
36	145	35	1.188	7.21	10.67	1.82	-10.45	11.48	-94.12	
37	146	42	1.221	7.27	10.27	1.67	-13.18	-2.30	-80.35	
38	147	50	1.254	7.32	9.80	1.67	-15.76	-11.48	-89.53	
39	148	60	1.287	7.38	9.23	0.91	-19.09	-25.25	-52.80	
40	148	72	1.320	7.38	8.54	0.00	-19.24	-13.77	61.98	
41	148	82	1.353	7.38	7.96	0.00	-15.00	0.00	105.60	
